Year,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,Total
2020,12478,JFK,22,13560,MXP,450,2
2020,12953,LGA,22,16217,YUL,941,30
2020,13577,MYR,37,16215,YTZ,936,13
2020,11697,FLL,33,13180,MBJ,243,49
2020,13303,MIA,33,13218,MDE,327,44
2020,14747,SEA,93,12143,HKG,729,35
2020,12191,HOU,74,11032,CUN,148,175
2020,10257,ALB,22,16149,YOW,936,1
2020,12266,IAH,74,11874,GDL,148,13
2020,10994,CHS,37,13043,LOS,555,1
2020,14747,SEA,93,11455,DXB,678,46
2020,13303,MIA,33,11204,CWB,316,7
2020,15304,TPA,33,16321,ZRH,486,2
2020,12016,GUM,5,14186,PNI,810,2
2020,10299,ANC,1,12277,ICN,778,43
2020,13891,ONT,91,11874,GDL,148,64
2020,14893,SMF,91,11874,GDL,148,64
2020,13303,MIA,33,13218,MDE,327,23
2020,13930,ORD,41,16321,ZRH,486,60
2020,12889,LAS,85,12966,LGW,493,13
2020,12266,IAH,74,16304,ZIH,148,58
2020,12266,IAH,74,13252,MEX,148,2
2020,14747,SEA,93,11435,DUB,441,26
2020,11618,EWR,22,10517,BCN,482,38
2020,15024,STT,4,14849,SKB,275,58
2020,12266,IAH,74,13180,MBJ,243,18
2020,12264,IAD,32,14051,PDL,469,2
2020,14679,SAN,91,16257,YYC,916,35
2020,11298,DFW,74,10846,BZE,106,64
2020,11697,FLL,33,14012,PAP,238,38
2020,10299,ANC,1,14309,PVG,713,46
2020,12264,IAD,32,12010,GUA,127,2
2020,12016,GUM,5,15237,TKK,810,44
2020,12478,JFK,22,15084,SXM,264,38
2020,10721,BOS,13,10521,BDA,207,26
2020,14100,PHL,23,13165,MAN,493,60
2020,12266,IAH,74,15258,TLV,636,2
2020,14747,SEA,93,13744,NRT,736,54
2020,15027,STX,4,14849,SKB,275,58
2020,13303,MIA,33,15013,STI,224,7
2020,12173,HNL,2,10244,AKL,851,26
2020,12266,IAH,74,15258,TLV,636,2
2020,15304,TPA,33,16085,YHZ,951,46
2020,10299,ANC,1,12277,ICN,778,52
2020,10721,BOS,13,11988,GRU,316,44
2020,11298,DFW,74,12169,HND,736,7
2020,14107,PHX,81,10608,BHX,493,1
2020,12917,LCK,44,12143,HKG,729,7
2020,12266,IAH,74,14717,SCL,324,58
2020,12266,IAH,74,11760,FRA,429,7
2020,13930,ORD,41,13156,MAD,482,60
2020,10693,BNA,54,16257,YYC,916,2
2020,12266,IAH,74,14681,SAP,131,58
2020,14747,SEA,93,10920,CDG,427,26
2020,13204,MCO,33,11435,DUB,441,30
2020,12889,LAS,85,12966,LGW,493,26
2020,13303,MIA,33,11164,CTG,327,32
2020,10299,ANC,1,10877,CAN,713,12
2020,14771,SFO,91,12991,LIS,469,32
2020,12478,JFK,22,14153,PLS,281,64
2020,13204,MCO,33,16163,YQB,941,12
2020,14771,SFO,91,13694,NGO,736,7
2020,11618,EWR,22,12010,GUA,127,12
2020,12266,IAH,74,16858,IST,679,38
2020,10397,ATL,34,15084,SXM,264,64
2020,10397,ATL,34,10717,BON,260,26
2020,13930,ORD,41,16271,YYZ,936,60
2020,12266,IAH,74,15455,UIO,337,58
2020,12478,JFK,22,12957,LGG,409,28
2020,14771,SFO,91,16257,YYC,916,120
2020,12191,HOU,74,10411,AUA,277,2
2020,12266,IAH,74,16229,YVR,906,58
2020,13930,ORD,41,16257,YYC,916,60
2020,13303,MIA,33,10717,BON,260,26
2020,14635,RSW,33,16271,YYZ,936,205
2020,12266,IAH,74,15584,VER,148,58
2020,12266,IAH,74,15306,TPE,781,58
2020,15370,TUL,73,16229,YVR,906,1
2020,12266,IAH,74,15192,TGU,131,58
2020,12266,IAH,74,15092,SYD,802,58
2020,13487,MSP,63,14293,PUJ,224,38
2020,13002,LKE,93,16233,YWH,906,58
2020,13303,MIA,33,10711,BOG,327,44
2020,10721,BOS,13,15258,TLV,636,13
2020,13930,ORD,41,13605,NAS,204,60
2020,12266,IAH,74,14637,RTB,131,64
2020,14679,SAN,91,14832,SJD,148,64
2020,12478,JFK,22,14153,PLS,281,64
2020,12478,JFK,22,16271,YYZ,936,13
2020,11618,EWR,22,14153,PLS,281,64
2020,11298,DFW,74,11874,GDL,148,36
2020,13204,MCO,33,16271,YYZ,936,35
2020,11618,EWR,22,11435,DUB,441,34
2020,10397,ATL,34,13043,LOS,555,22
2020,12478,JFK,22,10872,CAI,591,58
2020,11298,DFW,74,12277,ICN,778,36
2020,11618,EWR,22,16271,YYZ,936,52
2020,13303,MIA,33,13218,MDE,327,55
2020,12892,LAX,91,11760,FRA,429,13
2020,13303,MIA,33,13269,MGA,153,64
2020,13487,MSP,63,16257,YYC,916,48
2020,13930,ORD,41,11032,CUN,148,44
2020,10994,CHS,37,10292,AMS,461,1
2020,12266,IAH,74,14637,RTB,131,64
2020,14107,PHX,81,12651,KEF,439,1
2020,10397,ATL,34,11444,DUS,429,23
2020,14747,SEA,93,12277,ICN,778,60
2020,12339,IND,42,11032,CUN,148,13
2020,13303,MIA,33,12986,LIM,368,13
2020,11618,EWR,22,14153,PLS,281,64
2020,11697,FLL,33,11164,CTG,327,20
2020,10721,BOS,13,13744,NRT,736,52
2020,12478,JFK,22,12395,ISL,679,2
2020,14100,PHL,23,11435,DUB,441,26
2020,13930,ORD,41,15084,SXM,264,26
2020,14747,SEA,93,11435,DUB,441,26
2020,12892,LAX,91,12472,JED,670,13
2020,11697,FLL,33,16271,YYZ,936,3
2020,13244,MEM,54,15246,TLC,148,64
2020,12892,LAX,91,12710,KKJ,736,7
2020,13487,MSP,63,13594,MZT,148,22
2020,14100,PHL,23,15018,STN,493,22
2020,12173,HNL,2,12699,KIX,736,2
2020,12339,IND,42,16232,YWG,926,2
2020,11193,CVG,44,10920,CDG,427,42
2020,13487,MSP,63,12990,LIR,110,24
2020,12892,LAX,91,11032,CUN,148,64
2020,10397,ATL,34,11651,FCO,450,13
2020,12266,IAH,74,15125,TAM,148,64
2020,11433,DTW,43,10292,AMS,461,186
2020,14771,SFO,91,13518,MUC,429,42
2020,12953,LGA,22,16271,YYZ,936,364
2020,12266,IAH,74,13514,MTY,148,64
2020,10397,ATL,34,10846,BZE,106,64
2020,12478,JFK,22,10415,AUH,678,58
2020,12478,JFK,22,10411,AUA,277,58
2020,12266,IAH,74,11868,GCM,233,18
2020,14222,PPG,5,10338,APW,892,364
2020,13930,ORD,41,16858,IST,679,49
2020,10397,ATL,34,13156,MAD,482,23
2020,13930,ORD,41,16232,YWG,926,52
2020,14107,PHX,81,16271,YYZ,936,2
2020,13303,MIA,33,14286,PTY,162,7
2020,12264,IAD,32,10711,BOG,327,61
2020,12266,IAH,74,11032,CUN,148,2
2020,12266,IAH,74,10411,AUA,277,2
2020,12264,IAD,32,16217,YUL,941,2
2020,14683,SAT,74,13252,MEX,148,60
2020,12264,IAD,32,16271,YYZ,936,52
2020,12892,LAX,91,10920,CDG,427,23
2020,13303,MIA,33,15455,UIO,337,23
2020,12264,IAD,32,16217,YUL,941,2
2020,10821,BWI,32,12972,LHR,493,52
2020,12478,JFK,22,10517,BCN,482,58
2020,12478,JFK,22,10711,BOG,327,175
2020,14027,PBI,33,16217,YUL,941,2
2020,12266,IAH,74,13252,MEX,148,175
2020,12892,LAX,91,16042,YEG,916,1
2020,12478,JFK,22,13156,MAD,482,23
2020,12173,HNL,2,12169,HND,736,7
2020,12892,LAX,91,14309,PVG,713,32
2020,14107,PHX,81,16232,YWG,926,13
2020,14100,PHL,23,14153,PLS,281,20
2020,11057,CLT,36,11032,CUN,148,175
2020,11433,DTW,43,16217,YUL,941,7
2020,14747,SEA,93,15306,TPE,781,13
2020,10721,BOS,13,16271,YYZ,936,120
2020,12478,JFK,22,10752,BRU,409,58
2020,14730,SDF,52,16271,YYZ,936,38
2020,12892,LAX,91,12143,HKG,729,175
2020,12478,JFK,22,10711,BOG,327,58
2020,12478,JFK,22,10521,BDA,207,58
2020,12478,JFK,22,10521,BDA,207,58
2020,10732,BQN,3,14210,POS,280,44
2020,12892,LAX,91,15092,SYD,802,61
2020,11775,FSD,67,16257,YYC,916,42
2020,14831,SJC,91,14832,SJD,148,64
2020,10721,BOS,13,10411,AUA,277,120
2020,12892,LAX,91,12972,LHR,493,61
2020,12478,JFK,22,12990,LIR,110,46
2020,13204,MCO,33,10758,BSB,316,7
2020,13303,MIA,33,12972,LHR,493,64
2020,13487,MSP,63,14832,SJD,148,42
2020,12264,IAD,32,13744,NRT,736,58
2020,11697,FLL,33,10621,BIM,204,53
2020,14747,SEA,93,14066,PEK,713,2
2020,12266,IAH,74,10292,AMS,461,58
2020,14771,SFO,91,16271,YYZ,936,46
2020,10299,ANC,1,14309,PVG,713,12
2020,14730,SDF,52,13514,MTY,148,2
2020,13303,MIA,33,10575,BGI,205,7
2020,11298,DFW,74,11032,CUN,148,360
2020,10257,ALB,22,16149,YOW,936,1
2020,12264,IAD,32,16858,IST,679,58
2020,10397,ATL,34,13605,NAS,204,236
2020,10299,ANC,1,12143,HKG,729,12
2020,12889,LAS,85,14286,PTY,162,42
2020,14771,SFO,91,13602,NAN,821,7
2020,12266,IAH,74,11625,EZE,303,58
2020,13303,MIA,33,14681,SAP,131,31
2020,10299,ANC,1,14309,PVG,713,64
2020,13204,MCO,33,13605,NAS,204,35
2020,12892,LAX,91,13744,NRT,736,42
2020,11618,EWR,22,14309,PVG,713,7
2020,11697,FLL,33,12693,KIN,243,46
2020,14730,SDF,52,15018,STN,493,23
2020,12264,IAD,32,12972,LHR,493,58
2020,12266,IAH,74,11455,DXB,678,58
2020,12889,LAS,85,16257,YYC,916,176
2020,14843,SJU,3,13156,MAD,482,12
2020,14100,PHL,23,12972,LHR,493,20
2020,12892,LAX,91,16229,YVR,906,12
2020,12478,JFK,22,14677,SAL,118,2
2020,12266,IAH,74,11369,DOH,664,58
2020,12266,IAH,74,11187,CUU,148,58
2020,12266,IAH,74,10920,CDG,427,58
2020,13204,MCO,33,16217,YUL,941,28
2020,13303,MIA,33,10711,BOG,327,12
2020,12266,IAH,74,10148,ACA,148,64
2020,12892,LAX,91,14832,SJD,148,18
2020,11292,DEN,82,11187,CUU,148,2
2020,13830,OGG,2,16257,YYC,916,38
2020,13303,MIA,33,11625,EZE,303,23
2020,13303,MIA,33,12986,LIM,368,76
2020,12889,LAS,85,16217,YUL,941,2
2020,12264,IAD,32,10711,BOG,327,58
2020,12264,IAD,32,10415,AUH,678,58
2020,12264,IAD,32,10162,ADD,522,58
2020,14771,SFO,91,14832,SJD,148,64
2020,12889,LAS,85,16229,YVR,906,2
2020,12264,IAD,32,13744,NRT,736,58
2020,11057,CLT,36,13180,MBJ,243,206
2020,10257,ALB,22,16217,YUL,941,1
2020,12266,IAH,74,10717,BON,260,7
2020,12191,HOU,74,14838,SJO,110,58
2020,12191,HOU,74,14312,PVR,148,58
2020,12892,LAX,91,14115,PIK,493,7
2020,12892,LAX,91,10711,BOG,327,42
2020,12892,LAX,91,12472,JED,670,7
2020,13796,OAK,91,14832,SJD,148,12
2020,12264,IAD,32,11118,CPH,419,58
2020,13303,MIA,33,11444,DUS,429,35
2020,12264,IAD,32,11369,DOH,664,58
2020,12264,IAD,32,13744,NRT,736,58
2020,10397,ATL,34,10971,CGO,713,7
2020,12264,IAD,32,13252,MEX,148,58
2020,14747,SEA,93,10920,CDG,427,31
2020,11298,DFW,74,13180,MBJ,243,40
2020,12264,IAD,32,12277,ICN,778,58
2020,13930,ORD,41,13605,NAS,204,64
2020,13303,MIA,33,11164,CTG,327,60
2020,12264,IAD,32,11988,GRU,316,58
2020,14100,PHL,23,15084,SXM,264,44
2020,14831,SJC,91,11874,GDL,148,61
2020,14107,PHX,81,11874,GDL,148,38
2020,11618,EWR,22,13165,MAN,493,2
2020,12264,IAD,32,11455,DXB,678,58
2020,12892,LAX,91,10920,CDG,427,26
2020,14321,PWM,12,16217,YUL,941,1
2020,14635,RSW,33,16217,YUL,941,42
2020,12266,IAH,74,11760,FRA,429,58
2020,14771,SFO,91,13744,NRT,736,58
2020,14747,SEA,93,13113,LUX,454,7
2020,14730,SDF,52,16229,YVR,906,42
2020,13244,MEM,54,12957,LGG,409,26
2020,12478,JFK,22,15513,UVF,276,55
2020,12478,JFK,22,11118,CPH,419,2
2020,12478,JFK,22,11172,CTU,713,2
2020,12264,IAD,32,11760,FRA,429,26
2020,14771,SFO,91,15306,TPE,781,186
2020,14771,SFO,91,11874,GDL,148,26
2020,12266,IAH,74,14210,POS,280,58
2020,12266,IAH,74,14022,PBC,148,58
2020,12892,LAX,91,10357,ARN,484,23
2020,12266,IAH,74,13744,NRT,736,58
2020,12266,IAH,74,13744,NRT,736,58
2020,12266,IAH,74,13514,MTY,148,58
2020,11292,DEN,82,11032,CUN,148,49
2020,10299,ANC,1,15306,TPE,781,26
2020,12266,IAH,74,13370,MLM,148,58
2020,14843,SJU,3,14286,PTY,162,120
2020,12266,IAH,74,13306,MID,148,58
2020,12892,LAX,91,14312,PVR,148,64
2020,12892,LAX,91,14312,PVR,148,7
2020,14107,PHX,81,12972,LHR,493,52
2020,10721,BOS,13,13156,MAD,482,26
2020,14771,SFO,91,14312,PVR,148,64
2020,12478,JFK,22,10517,BCN,482,35
2020,12173,HNL,2,12143,HKG,729,12
2020,10721,BOS,13,14051,PDL,469,46
2020,11298,DFW,74,13799,OAX,148,49
2020,14747,SEA,93,15306,TPE,781,18
2020,14100,PHL,23,11651,FCO,450,49
2020,11433,DTW,43,11760,FRA,429,49
2020,15370,TUL,73,16257,YYC,916,1
2020,14100,PHL,23,11760,FRA,429,44
2020,13204,MCO,33,10920,CDG,427,2
2020,13891,ONT,91,11874,GDL,148,58
2020,12266,IAH,74,15455,UIO,337,38
2020,12264,IAD,32,16217,YUL,941,7
2020,13303,MIA,33,11988,GRU,316,7
2020,13244,MEM,54,16271,YYZ,936,38
2020,13342,MKE,45,16271,YYZ,936,12
2020,12478,JFK,22,11030,CKG,713,2
2020,13303,MIA,33,15455,UIO,337,23
2020,14831,SJC,91,13370,MLM,148,26
2020,12892,LAX,91,11651,FCO,450,12
2020,14730,SDF,52,11548,EMA,493,2
2020,12889,LAS,85,13514,MTY,148,12
2020,14747,SEA,93,16229,YVR,906,277
2020,13303,MIA,33,13218,MDE,327,12
2020,12892,LAX,91,11625,EZE,303,12
2020,13303,MIA,33,13532,MVD,385,7
2020,12892,LAX,91,11874,GDL,148,64
2020,14771,SFO,91,11032,CUN,148,64
2020,13303,MIA,33,13156,MAD,482,28
2020,11618,EWR,22,16085,YHZ,951,7
2020,11292,DEN,82,10846,BZE,106,12
2020,12889,LAS,85,16232,YWG,926,12
2020,13232,MDW,41,10638,BJX,148,42
2020,14057,PDX,92,16229,YVR,906,52
2020,14747,SEA,93,12277,ICN,778,64
2020,10299,ANC,1,16271,YYZ,936,12
2020,12478,JFK,22,11915,GIG,316,7
2020,13487,MSP,63,13252,MEX,148,60
2020,13487,MSP,63,12972,LHR,493,60
2020,13303,MIA,33,15455,UIO,337,12
2020,11697,FLL,33,14682,SAQ,204,6
2020,13303,MIA,33,16171,YQM,946,7
2020,13930,ORD,41,16293,ZCL,148,12
2020,13930,ORD,41,14153,PLS,281,7
2020,14100,PHL,23,10521,BDA,207,12
2020,13930,ORD,41,10971,CGO,713,12
2020,13930,ORD,41,16271,YYZ,936,2
2020,12016,GUM,5,12143,HKG,729,2
2020,13303,MIA,33,14012,PAP,238,7
2020,13303,MIA,33,13269,MGA,153,38
2020,13930,ORD,41,14309,PVG,713,55
2020,14683,SAT,74,11032,CUN,148,2
2020,11697,FLL,33,16268,YYT,961,2
2020,12266,IAH,74,11988,GRU,316,58
2020,12266,IAH,74,11915,GIG,316,58
2020,12266,IAH,74,11874,GDL,148,58
2020,11697,FLL,33,16078,YHM,936,2
2020,13303,MIA,33,16217,YUL,941,7
2020,14843,SJU,3,10312,ANU,206,30
2020,13303,MIA,33,14293,PUJ,224,31
2020,14107,PHX,81,13594,MZT,148,60
2020,12266,IAH,74,11032,CUN,148,18
2020,14747,SEA,93,11032,CUN,148,57
2020,12478,JFK,22,15306,TPE,781,58
2020,13244,MEM,54,12277,ICN,778,13
2020,11618,EWR,22,16257,YYC,916,58
2020,13303,MIA,33,16271,YYZ,936,58
2020,10821,BWI,32,13180,MBJ,243,34
2020,10397,ATL,34,12972,LHR,493,41
2020,14955,SPN,5,12115,HGH,713,22
2020,12917,LCK,44,12957,LGG,409,1
2020,12478,JFK,22,10292,AMS,461,31
2020,14100,PHL,23,11435,DUB,441,49
2020,14843,SJU,3,14849,SKB,275,2
2020,13303,MIA,33,15567,VCP,316,13
2020,11697,FLL,33,16271,YYZ,936,44
2020,11433,DTW,43,14066,PEK,713,2
2020,10299,ANC,1,12143,HKG,729,13
2020,12266,IAH,74,11760,FRA,429,61
2020,12478,JFK,22,15258,TLV,636,58
2020,12264,IAD,32,12026,GVA,486,18
2020,13204,MCO,33,13252,MEX,148,2
2020,11433,DTW,43,10287,AMM,639,2
2020,14955,SPN,5,13744,NRT,736,58
2020,12266,IAH,74,11760,FRA,429,61
2020,10299,ANC,1,14309,PVG,713,13
2020,10397,ATL,34,16271,YYZ,936,2
2020,14100,PHL,23,16217,YUL,941,49
2020,11618,EWR,22,16163,YQB,941,174
2020,14027,PBI,33,16217,YUL,941,44
2020,11433,DTW,43,13514,MTY,148,48
2020,13930,ORD,41,13605,NAS,204,6
2020,14869,SLC,87,16271,YYZ,936,60
2020,12266,IAH,74,14681,SAP,131,44
2020,10299,ANC,1,14309,PVG,713,13
2020,12892,LAX,91,15092,SYD,802,61
2020,12478,JFK,22,11032,CUN,148,174
2020,11618,EWR,22,13952,OSL,465,58
2020,11618,EWR,22,14309,PVG,713,58
2020,13303,MIA,33,13180,MBJ,243,174
2020,13303,MIA,33,15018,STN,493,2
2020,11433,DTW,43,16271,YYZ,936,182
2020,13244,MEM,54,15246,TLC,148,63
2020,12892,LAX,91,15092,SYD,802,61
2020,11618,EWR,22,16217,YUL,941,30
2020,13303,MIA,33,16858,IST,679,58
2020,15024,STT,4,10444,AXA,202,58
2020,12264,IAD,32,14293,PUJ,224,32
2020,14771,SFO,91,14066,PEK,713,7
2020,13303,MIA,33,14849,SKB,275,2
2020,12266,IAH,74,16271,YYZ,936,13
2020,12266,IAH,74,11187,CUU,148,61
2020,14771,SFO,91,14066,PEK,713,63
2020,10299,ANC,1,14309,PVG,713,58
2020,11057,CLT,36,11874,GDL,148,13
2020,14986,SRQ,33,16271,YYZ,936,58
2020,13930,ORD,41,13252,MEX,148,7
2020,12917,LCK,44,12143,HKG,729,13
2020,11618,EWR,22,11032,CUN,148,174
2020,10397,ATL,34,12520,JNB,562,52
2020,12478,JFK,22,14293,PUJ,224,58
2020,15016,STL,64,11032,CUN,148,58
2020,13830,OGG,2,16257,YYC,916,28
2020,13487,MSP,63,14293,PUJ,224,46
2020,13303,MIA,33,11950,GND,273,7
2020,13930,ORD,41,16271,YYZ,936,32
2020,11697,FLL,33,14210,POS,280,38
2020,12953,LGA,22,13605,NAS,204,2
2020,10792,BUF,22,16271,YYZ,936,1
2020,12016,GUM,5,13744,NRT,736,174
2020,11057,CLT,36,16217,YUL,941,120
2020,12173,HNL,2,12277,ICN,778,42
2020,14057,PDX,92,10292,AMS,461,44
2020,11298,DFW,74,11032,CUN,148,369
2020,12264,IAD,32,12972,LHR,493,52
2020,13930,ORD,41,15513,UVF,276,6
2020,11618,EWR,22,15258,TLV,636,63
2020,13204,MCO,33,11534,ELH,204,20
2020,12478,JFK,22,13156,MAD,482,34
2020,13303,MIA,33,12693,KIN,243,174
2020,12478,JFK,22,14838,SJO,110,58
2020,14730,SDF,52,15018,STN,493,22
2020,12478,JFK,22,14717,SCL,324,58
2020,13930,ORD,41,16229,YVR,906,40
2020,10299,ANC,1,12699,KIX,736,63
2020,14843,SJU,3,14278,PTP,235,60
2020,13244,MEM,54,15246,TLC,148,61
2020,11618,EWR,22,10970,CGN,429,2
2020,13930,ORD,41,10210,AGU,148,6
2020,10466,AZA,81,16232,YWG,926,13
2020,11618,EWR,22,12972,LHR,493,58
2020,12889,LAS,85,16257,YYC,916,1
2020,11298,DFW,74,11760,FRA,429,13
2020,14908,SNA,91,16229,YVR,906,58
2020,11618,EWR,22,14293,PUJ,224,120
2020,14771,SFO,91,16271,YYZ,936,174
2020,15304,TPA,33,16271,YYZ,936,2
2020,10397,ATL,34,11032,CUN,148,273
2020,13303,MIA,33,10711,BOG,327,52
2020,12478,JFK,22,10312,ANU,206,42
2020,10397,ATL,34,14239,PRG,418,2
2020,12892,LAX,91,10244,AKL,851,58
2020,14771,SFO,91,12277,ICN,778,13
2020,14771,SFO,91,15306,TPE,781,58
2020,12173,HNL,2,10244,AKL,851,40
2020,10397,ATL,34,15084,SXM,264,63
2020,12478,JFK,22,14286,PTY,162,182
2020,12889,LAS,85,16232,YWG,926,13
2020,13303,MIA,33,11915,GIG,316,2
2020,13303,MIA,33,14838,SJO,110,13
2020,13303,MIA,33,11868,GCM,233,53
2020,14100,PHL,23,11760,FRA,429,20
2020,13930,ORD,41,11868,GCM,233,13
2020,14747,SEA,93,13744,NRT,736,48
2020,12892,LAX,91,11455,DXB,678,58
2020,11292,DEN,82,16042,YEG,916,2
2020,13930,ORD,41,15058,SVO,475,35
2020,14100,PHL,23,11868,GCM,233,13
2020,14262,PSP,91,16042,YEG,916,43
2020,13930,ORD,41,16271,YYZ,936,239
2020,14747,SEA,93,11874,GDL,148,52
2020,12892,LAX,91,11369,DOH,664,58
2020,14747,SEA,93,11760,FRA,429,26
2020,13204,MCO,33,12693,KIN,243,28
2020,11057,CLT,36,13518,MUC,429,22
2020,10792,BUF,22,15513,UVF,276,1
2020,12892,LAX,91,11032,CUN,148,58
2020,11697,FLL,33,13180,MBJ,243,42
2020,14843,SJU,3,10711,BOG,327,13
2020,12892,LAX,91,10711,BOG,327,58
2020,12892,LAX,91,10292,AMS,461,58
2020,13303,MIA,33,13252,MEX,148,2
2020,13303,MIA,33,10752,BRU,409,2
2020,10721,BOS,13,11868,GCM,233,6
2020,12892,LAX,91,14309,PVG,713,44
2020,13439,MPB,33,10371,ASD,204,1
2020,12889,LAS,85,13252,MEX,148,58
2020,11433,DTW,43,13744,NRT,736,55
2020,13303,MIA,33,12010,GUA,127,174
2020,14869,SLC,87,16271,YYZ,936,43
2020,13303,MIA,33,10711,BOG,327,2
2020,12889,LAS,85,11874,GDL,148,58
2020,13303,MIA,33,10486,BAQ,327,2
2020,11697,FLL,33,14012,PAP,238,58
2020,14771,SFO,91,16257,YYC,916,42
2020,12478,JFK,22,10920,CDG,427,53
2020,13303,MIA,33,10386,ASU,365,2
2020,12758,KOA,2,16229,YVR,906,58
2020,12758,KOA,2,13744,NRT,736,58
2020,11292,DEN,82,16271,YYZ,936,31
2020,14747,SEA,93,10920,CDG,427,13
2020,13244,MEM,54,16456,DWC,678,2
2020,11618,EWR,22,11444,DUS,429,49
2020,10397,ATL,34,15258,TLV,636,2
2020,14831,SJC,91,16293,ZCL,148,18
2020,11433,DTW,43,13180,MBJ,243,26
2020,12478,JFK,22,15595,VIE,403,38
2020,12264,IAD,32,14677,SAL,118,174
2020,11298,DFW,74,12143,HKG,729,2
2020,12016,GUM,5,15237,TKK,810,41
2020,13303,MIA,33,12986,LIM,368,2
2020,11298,DFW,74,15092,SYD,802,58
2020,12892,LAX,91,12990,LIR,110,55
2020,11298,DFW,74,13113,LUX,454,2
2020,11298,DFW,74,14312,PVR,148,2
2020,14730,SDF,52,16232,YWG,926,6
2020,11697,FLL,33,13218,MDE,327,38
2020,10299,ANC,1,12699,KIX,736,41
2020,12173,HNL,2,15092,SYD,802,28
2020,11433,DTW,43,13252,MEX,148,58
2020,14747,SEA,93,10920,CDG,427,42
2020,13487,MSP,63,14832,SJD,148,46
2020,12266,IAH,74,13594,MZT,148,18
2020,13930,ORD,41,14286,PTY,162,120
2020,12478,JFK,22,13560,MXP,450,38
2020,10257,ALB,22,16149,YOW,936,1
2020,12478,JFK,22,14293,PUJ,224,58
2020,11292,DEN,82,14286,PTY,162,34
2020,12652,KEH,93,16233,YWH,906,2
2020,14831,SJC,91,13744,NRT,736,58
2020,12478,JFK,22,10711,BOG,327,35
2020,10721,BOS,13,12277,ICN,778,44
2020,12889,LAS,85,13943,ORY,427,2
2020,13204,MCO,33,13180,MBJ,243,20
2020,12478,JFK,22,12169,HND,736,58
2020,12478,JFK,22,12169,HND,736,58
2020,11298,DFW,74,16229,YVR,906,41
2020,10279,AMA,74,13514,MTY,148,1
2020,13303,MIA,33,10711,BOG,327,13
2020,11697,FLL,33,11731,FPO,204,12
2020,12266,IAH,74,12073,HAV,219,48
2020,12953,LGA,22,16217,YUL,941,366
2020,11433,DTW,43,13694,NGO,736,38
2020,14747,SEA,93,13744,NRT,736,52
2020,12478,JFK,22,12101,HEL,425,58
2020,14771,SFO,91,11118,CPH,419,61
2020,12478,JFK,22,12073,HAV,219,58
2020,11618,EWR,22,12651,KEF,439,48
2020,12892,LAX,91,16321,ZRH,486,13
2020,13303,MIA,33,13518,MUC,429,55
2020,12478,JFK,22,12693,KIN,243,58
2020,14112,PIE,33,16085,YHZ,951,7
2020,12478,JFK,22,12986,LIM,368,58
2020,12892,LAX,91,12010,GUA,127,31
2020,12173,HNL,2,16229,YVR,906,2
2020,10721,BOS,13,11032,CUN,148,58
2020,11697,FLL,33,12073,HAV,219,175
2020,12758,KOA,2,12169,HND,736,22
2020,12478,JFK,22,12849,KWI,644,58
2020,12478,JFK,22,12693,KIN,243,58
2020,15304,TPA,33,16149,YOW,936,26
2020,12478,JFK,22,12651,KEF,439,58
2020,12478,JFK,22,12972,LHR,493,204
2020,10466,AZA,81,16042,YEG,916,2
2020,12478,JFK,22,10711,BOG,327,175
2020,12264,IAD,32,11070,CMN,548,18
2020,14747,SEA,93,11032,CUN,148,61
2020,11298,DFW,74,14832,SJD,148,238
2020,13303,MIA,33,13269,MGA,153,26
2020,13204,MCO,33,14210,POS,280,28
2020,13303,MIA,33,14677,SAL,118,31
2020,10397,ATL,34,12395,ISL,679,2
2020,12889,LAS,85,16232,YWG,926,13
2020,12478,JFK,22,11625,EZE,303,58
2020,11618,EWR,22,16271,YYZ,936,35
2020,12478,JFK,22,14717,SCL,324,42
2020,12173,HNL,2,13408,MNL,766,42
2020,14747,SEA,93,16271,YYZ,936,60
2020,12892,LAX,91,10711,BOG,327,63
2020,12478,JFK,22,13252,MEX,148,2
2020,11618,EWR,22,13518,MUC,429,63
2020,13930,ORD,41,15718,WAW,467,48
2020,12478,JFK,22,12051,GYE,337,58
2020,12892,LAX,91,13095,LTO,148,64
2020,14843,SJU,3,11988,GRU,316,1
2020,10821,BWI,32,13180,MBJ,243,48
2020,11697,FLL,33,16149,YOW,936,2
2020,14771,SFO,91,14824,SIN,776,120
2020,10299,ANC,1,12143,HKG,729,13
2020,12892,LAX,91,13799,OAX,148,26
2020,12478,JFK,22,11290,DEL,733,58
2020,12478,JFK,22,11760,FRA,429,58
2020,12478,JFK,22,11868,GCM,233,58
2020,13303,MIA,33,16271,YYZ,936,175
2020,13303,MIA,33,15567,VCP,316,13
2020,13930,ORD,41,16229,YVR,906,63
2020,12892,LAX,91,13370,MLM,148,34
2020,13930,ORD,41,11032,CUN,148,175
2020,14771,SFO,91,15306,TPE,781,63
2020,11057,CLT,36,13518,MUC,429,55
2020,12889,LAS,85,16042,YEG,916,22
2020,14747,SEA,93,11760,FRA,429,26
2020,13303,MIA,33,11625,EZE,303,61
2020,13303,MIA,33,10312,ANU,206,7
2020,14843,SJU,3,11519,EIS,282,46
2020,12478,JFK,22,11988,GRU,316,58
2020,12478,JFK,22,14677,SAL,118,2
2020,12266,IAH,74,13165,MAN,493,22
